batter,bowler,balls,runs,wickets,dots,fours,sixes,dot_pct,strike_rate,average
David Miller,Wanindu Hasaranga,15,16,0,4,1,0,26.67,106.67,16.0
David Miller,Will Jacks,5,6,1,2,1,0,40.0,120.0,6.0
David Miller,Yash Thakur,3,12,1,1,0,2,33.33,400.0,12.0
David Warner,Abhishek Sharma,6,8,0,0,0,0,0.0,133.33,8.0
David Warner,Adam Zampa,5,1,2,4,0,0,80.0,20.0,0.5
David Warner,Ajay Dev Goud,2,2,0,0,0,0,0.0,100.0,2.0
David Warner,Akash Vasisht,21,32,0,2,1,1,9.52,152.38,32.0
David Warner,Akeal Hosein,10,13,0,1,0,0,10.0,130.0,13.0
David Warner,Anshul Kamboj,5,6,0,1,0,0,20.0,120.0,6.0
David Warner,Arshdeep Singh,17,31,2,4,0,3,23.53,182.35,15.5
David Warner,Ashok Sharma,61,104,3,12,8,4,19.67,170.49,34.67
David Warner,Atit Sheth,6,13,0,0,0,1,0.0,216.67,13.0
David Warner,Ben Stokes,8,12,1,3,0,1,37.5,150.0,12.0
David Warner,Bhuvneshwar Kumar,16,19,1,4,1,0,25.0,118.75,19.0
David Warner,Brian Bennett,5,5,0,0,0,0,0.0,100.0,5.0
David Warner,Cameron Green,3,2,0,1,0,0,33.33,66.67,2.0
David Warner,Dasun Shanaka,15,23,1,2,1,1,13.33,153.33,23.0
David Warner,Duan Jansen,3,2,0,1,0,0,33.33,66.67,2.0
David Warner,Dushan Hemantha,34,59,0,7,4,3,20.59,173.53,59.0
David Warner,Duvindu Tillakaratne,4,5,0,2,1,0,50.0,125.0,5.0
David Warner,Gangam Anikethreddy,9,15,0,2,0,1,22.22,166.67,15.0
David Warner,Glenn Phillips,13,28,0,2,0,3,15.38,215.38,28.0
David Warner,Glenton Stuurman,24,25,1,5,1,0,20.83,104.17,25.0
David Warner,Gurinder Singh,123,151,5,25,7,3,20.33,122.76,30.2
David Warner,Gus Atkinson,6,10,0,0,1,0,0.0,166.67,10.0
David Warner,Hardik Pandya,10,9,1,3,0,0,30.0,90.0,9.0
David Warner,Harpreet Brar,7,6,1,1,0,0,14.29,85.71,6.0
David Warner,Harsh Dubey,11,19,0,1,0,1,9.09,172.73,19.0
David Warner,Ishant Sharma,6,9,0,1,1,0,16.67,150.0,9.0
David Warner,Isitha Wijesundara,9,17,0,1,0,1,11.11,188.89,17.0
David Warner,Jacob Duffy,11,21,0,2,0,2,18.18,190.91,21.0
David Warner,Jasprit Bumrah,12,13,1,2,0,0,16.67,108.33,13.0
David Warner,Jaydev Unadkat,14,18,1,3,1,0,21.43,128.57,18.0
David Warner,Joel Davies,6,9,1,2,0,1,33.33,150.0,9.0
David Warner,Josh Hazlewood,15,29,0,4,2,2,26.67,193.33,29.0
David Warner,KM Asif,9,26,0,1,4,1,11.11,288.89,26.0
David Warner,Kagiso Rabada,12,9,1,6,0,0,50.0,75.0,9.0
David Warner,Kangabam Priyojit Singh,13,14,0,2,0,0,15.38,107.69,14.0
David Warner,Karan Lal,4,6,0,1,1,0,25.0,150.0,6.0
David Warner,Kranthi Kumar,101,117,1,18,1,2,17.82,115.84,117.0
David Warner,Krunal Pandya,4,1,0,3,0,0,75.0,25.0,1.0
David Warner,Kuldeep Yadav,54,93,6,12,7,4,22.22,172.22,15.5
David Warner,Lalit Yadav,20,35,0,1,4,0,5.0,175.0,35.0
David Warner,Liam Livingstone,26,50,0,3,1,3,11.54,192.31,50.0
David Warner,Lungi Ngidi,17,22,1,2,1,0,11.76,129.41,22.0
David Warner,Maheesh Theekshana,7,4,1,3,0,0,42.86,57.14,4.0
David Warner,Malinda Pushpakumara,79,104,4,24,5,4,30.38,131.65,26.0
David Warner,Manav Suthar,8,11,0,0,0,0,0.0,137.5,11.0
David Warner,Manisankar Murasingh,13,16,1,3,1,0,23.08,123.08,16.0
David Warner,Marcus Stoinis,6,4,1,2,0,0,33.33,66.67,4.0
David Warner,Mitchell Starc,20,24,1,5,1,1,25.0,120.0,24.0
David Warner,Mohammed Siraj,51,90,1,6,4,3,11.76,176.47,90.0
David Warner,Mohsin Khan,8,7,0,3,0,0,37.5,87.5,7.0
David Warner,Mridul Surroch,4,3,1,1,0,0,25.0,75.0,3.0
David Warner,Mukhtar Hussain,16,21,0,2,0,0,12.5,131.25,21.0
David Warner,Nimesh Vimukthi,4,7,0,2,0,1,50.0,175.0,7.0
David Warner,Nishan Peiris,3,2,1,1,0,0,33.33,66.67,2.0
David Warner,Nitish Rana,9,8,2,3,0,0,33.33,88.89,4.0
David Warner,Pat Cummins,8,6,1,3,0,0,37.5,75.0,6.0
David Warner,Prashant Veer,13,19,1,3,3,0,23.08,146.15,19.0
David Warner,Praveen Jayawickrama,9,10,0,1,0,0,11.11,111.11,10.0
David Warner,Rachin Ravindra,3,1,0,2,0,0,66.67,33.33,1.0
David Warner,Raj Angad Bawa,7,8,0,2,0,0,28.57,114.29,8.0
David Warner,Raj Limbani,6,4,0,2,0,0,33.33,66.67,4.0
David Warner,Ravi Bishnoi,4,5,0,0,0,0,0.0,125.0,5.0
David Warner,Ravindra Jadeja,23,34,1,5,4,0,21.74,147.83,34.0
David Warner,Riyan Parag,16,20,0,1,0,0,6.25,125.0,20.0
David Warner,Rohit Sharma,4,6,0,1,0,0,25.0,150.0,6.0
David Warner,Sahan Arachchige,74,118,2,20,6,7,27.03,159.46,59.0
David Warner,Sai Kishore,6,4,0,2,0,0,33.33,66.67,4.0
David Warner,Sairaj Patil,5,5,1,1,0,0,20.0,100.0,5.0
David Warner,Sakib Hussain,4,4,1,1,0,0,25.0,100.0,4.0
David Warner,Sam Curran,31,43,1,5,1,1,16.13,138.71,43.0
David Warner,Scott Curie,14,21,0,3,1,1,21.43,150.0,21.0
David Warner,Seekkuge Prasanna,8,10,0,0,0,0,0.0,125.0,10.0
David Warner,Shahbaz Ahmed,8,10,0,1,0,0,12.5,125.0,10.0
David Warner,Shiran Fernando,93,139,5,26,8,6,27.96,149.46,27.8
David Warner,Shivam Dube,17,20,1,3,1,0,17.65,117.65,20.0
David Warner,Shivam Mavi,5,7,0,0,0,0,0.0,140.0,7.0
David Warner,Shubham Agarwal,7,16,1,2,1,1,28.57,228.57,16.0
David Warner,Sonny Baker,3,2,1,1,0,0,33.33,66.67,2.0
David Warner,Suyash Sharma,3,2,0,1,0,0,33.33,66.67,2.0
David Warner,Tanay Thyagarajan,2,2,0,0,0,0,0.0,100.0,2.0
David Warner,Tilak Varma,2,2,0,0,0,0,0.0,100.0,2.0
David Warner,Vaisakh Chandran,9,20,0,0,1,1,0.0,222.22,20.0
David Warner,Varun Chakravarthy,80,89,3,21,6,1,26.25,111.25,29.67
David Warner,Vishen Halambage,39,48,1,13,4,0,33.33,123.08,48.0
David Warner,Wanindu Hasaranga,7,7,1,3,1,0,42.86,100.0,7.0
David Warner,Washington Sundar,17,26,1,2,3,0,11.76,152.94,26.0
David Warner,Will Jacks,37,47,0,7,2,1,18.92,127.03,47.0
David Warner,Yuvraj Chaudhary,4,4,0,0,0,0,0.0,100.0,4.0
Deepak Chahar,Aaron Hardie,4,5,0,0,0,0,0.0,125.0,5.0
Deepak Chahar,Adam Zampa,8,12,0,0,0,0,0.0,150.0,12.0
Deepak Chahar,Prashant Veer,7,8,1,1,0,0,14.29,114.29,8.0
Deepak Chahar,Sairaj Patil,2,2,0,0,0,0,0.0,100.0,2.0
Deepak Hooda,Abhishek Sharma,5,15,0,1,2,1,20.0,300.0,15.0
Deepak Hooda,Adam Zampa,23,38,0,5,2,2,21.74,165.22,38.0
Deepak Hooda,Adil Rashid,3,2,0,1,0,0,33.33,66.67,2.0
Deepak Hooda,Akeal Hosein,35,80,0,9,7,6,25.71,228.57,80.0
Deepak Hooda,Allah Ghazanfar,4,7,0,0,1,0,0.0,175.0,7.0
Deepak Hooda,Amila Aponso,7,8,0,0,0,0,0.0,114.29,8.0
Deepak Hooda,Arjun Tendulkar,2,5,0,0,1,0,0.0,250.0,5.0
Deepak Hooda,Ashok Sharma,20,24,1,4,1,0,20.0,120.0,24.0
Deepak Hooda,Atit Sheth,7,12,0,1,2,0,14.29,171.43,12.0
Deepak Hooda,Avinov Choudhary,9,20,0,1,2,1,11.11,222.22,20.0
Deepak Hooda,Axar Patel,17,11,1,8,0,0,47.06,64.71,11.0
Deepak Hooda,Ben Stokes,1,0,1,1,0,0,100.0,0.0,0.0
Deepak Hooda,Bhuvneshwar Kumar,27,30,0,6,1,0,22.22,111.11,30.0
Deepak Hooda,CV Stephen,11,19,1,2,3,0,18.18,172.73,19.0
Deepak Hooda,Darshan Nalkande,4,10,1,2,1,1,50.0,250.0,10.0
Deepak Hooda,Dian Forrester,10,25,0,1,0,3,10.0,250.0,25.0
Deepak Hooda,Donovan Ferreira,5,12,0,0,2,0,0.0,240.0,12.0
Deepak Hooda,Dunith Wellalage,8,7,0,3,0,0,37.5,87.5,7.0
Deepak Hooda,Dushan Hemantha,11,11,1,2,0,0,18.18,100.0,11.0
Deepak Hooda,Gurinder Singh,3,0,2,3,0,0,100.0,0.0,0.0
Deepak Hooda,Hardik Pandya,14,18,0,1,0,0,7.14,128.57,18.0
Deepak Hooda,Harpreet Brar,22,28,1,9,1,2,40.91,127.27,28.0
Deepak Hooda,Harsh Dubey,8,8,0,5,1,0,62.5,100.0,8.0
Deepak Hooda,Harshal Patel,11,13,2,3,1,0,27.27,118.18,6.5
Deepak Hooda,Jacob Bethell,3,6,0,0,0,0,0.0,200.0,6.0
Deepak Hooda,Jasprit Bumrah,4,10,0,0,0,1,0.0,250.0,10.0
Deepak Hooda,Josh Hazlewood,3,5,0,1,1,0,33.33,166.67,5.0
Deepak Hooda,Kagiso Rabada,7,4,2,3,0,0,42.86,57.14,2.0
Deepak Hooda,Kuldeep Yadav,11,9,1,5,1,0,45.45,81.82,9.0
Deepak Hooda,Lungi Ngidi,6,8,0,1,0,0,16.67,133.33,8.0
Deepak Hooda,Malinda Pushpakumara,15,15,3,7,2,0,46.67,100.0,5.0
Deepak Hooda,Manisankar Murasingh,2,0,0,2,0,0,100.0,0.0,0.0
Deepak Hooda,Mitchell Marsh,10,22,0,2,1,2,20.0,220.0,22.0
Deepak Hooda,Mitchell Starc,8,5,1,4,0,0,50.0,62.5,5.0
Deepak Hooda,Mohammed Shami,22,36,0,4,1,1,18.18,163.64,36.0
Deepak Hooda,Mohammed Siraj,16,19,0,4,1,0,25.0,118.75,19.0
Deepak Hooda,Mohsin Khan,2,0,1,2,0,0,100.0,0.0,0.0
Deepak Hooda,Mridul Surroch,7,7,1,2,0,0,28.57,100.0,7.0
Deepak Hooda,Mukhtar Hussain,1,0,0,1,0,0,100.0,0.0,0.0
Deepak Hooda,Naman Dhir,1,1,0,0,0,0,0.0,100.0,1.0
Deepak Hooda,Nitish Kumar Reddy,2,2,0,0,0,0,0.0,100.0,2.0
Deepak Hooda,Pat Cummins,7,10,1,1,1,0,14.29,142.86,10.0
Deepak Hooda,Prabath Jayasuriya,7,9,0,1,1,0,14.29,128.57,9.0
Deepak Hooda,Prashant Veer,11,19,0,1,1,1,9.09,172.73,19.0
Deepak Hooda,Praveen Jayawickrama,3,5,0,1,1,0,33.33,166.67,5.0
Deepak Hooda,Prince Yadav,10,12,0,1,0,0,10.0,120.0,12.0
Deepak Hooda,Rahul Chahar,2,2,0,0,0,0,0.0,100.0,2.0
Deepak Hooda,Raj Angad Bawa,6,3,1,4,0,0,66.67,50.0,3.0
Deepak Hooda,Rashid Khan,22,20,1,6,1,0,27.27,90.91,20.0
Deepak Hooda,Rasikh Dar,3,6,0,0,1,0,0.0,200.0,6.0
Deepak Hooda,Ravi Bishnoi,14,36,0,1,2,3,7.14,257.14,36.0
Deepak Hooda,Ravindra Jadeja,20,35,1,3,1,2,15.0,175.0,35.0
Deepak Hooda,Sahan Arachchige,14,15,1,8,1,1,57.14,107.14,15.0
Deepak Hooda,Sairaj Patil,5,2,1,3,0,0,60.0,40.0,2.0
Deepak Hooda,Samant Jakhar,3,3,0,1,0,0,33.33,100.0,3.0
Deepak Hooda,Sanvir Singh,2,3,0,0,0,0,0.0,150.0,3.0
Deepak Hooda,Shahbaz Ahmed,11,18,0,2,0,1,18.18,163.64,18.0
Deepak Hooda,Shubham Agarwal,10,15,0,2,0,1,20.0,150.0,15.0
Deepak Hooda,Sonny Baker,11,15,0,0,0,0,0.0,136.36,15.0
Deepak Hooda,Sunil Narine,2,1,0,1,0,0,50.0,50.0,1.0
Deepak Hooda,Tharindu Rathnanayake,2,3,0,0,0,0,0.0,150.0,3.0
Deepak Hooda,Varun Chakravarthy,11,14,0,0,0,0,0.0,127.27,14.0
Deepak Hooda,Vishen Halambage,18,22,2,5,1,1,27.78,122.22,11.0
Deepak Hooda,Wanindu Hasaranga,12,20,0,0,0,1,0.0,166.67,20.0
Deepak Hooda,Washington Sundar,12,17,1,6,0,2,50.0,141.67,17.0
Deepak Hooda,Will Jacks,11,13,0,2,1,0,18.18,118.18,13.0
Deepak Hooda,Yash Thakur,2,1,1,1,0,0,50.0,50.0,1.0
Dega Nischal,Ashok Sharma,11,8,0,3,0,0,27.27,72.73,8.0
Dega Nischal,Corbin Bosch,15,26,0,3,4,0,20.0,173.33,26.0
Dega Nischal,Kranthi Kumar,27,49,1,6,4,3,22.22,181.48,49.0
Dega Nischal,Ravi Bishnoi,4,3,0,1,0,0,25.0,75.0,3.0
Dega Nischal,Sonny Baker,7,9,1,1,1,0,14.29,128.57,9.0
Delano Potgieter,Adam Zampa,3,4,0,0,0,0,0.0,133.33,4.0
Delano Potgieter,Akeal Hosein,2,4,1,1,1,0,50.0,200.0,4.0
Delano Potgieter,Ashok Sharma,24,45,1,5,5,2,20.83,187.5,45.0
Delano Potgieter,Brad Evans,2,1,1,1,0,0,50.0,50.0,1.0
Delano Potgieter,Chetan Sakariya,8,15,0,2,1,1,25.0,187.5,15.0
Delano Potgieter,Dian Forrester,3,6,0,2,0,1,66.67,200.0,6.0
Delano Potgieter,Dinuka Dilshan,5,3,0,2,0,0,40.0,60.0,3.0
Delano Potgieter,Dushan Hemantha,2,1,1,1,0,0,50.0,50.0,1.0
Delano Potgieter,Harpreet Brar,3,1,0,2,0,0,66.67,33.33,1.0
Delano Potgieter,Harsh Dubey,13,23,0,4,1,2,30.77,176.92,23.0
Delano Potgieter,Jacob Duffy,23,42,2,6,6,1,26.09,182.61,21.0
Delano Potgieter,Jamie Overton,1,1,0,0,0,0,0.0,100.0,1.0
Delano Potgieter,Jason Holder,1,0,0,1,0,0,100.0,0.0,0.0
Delano Potgieter,Josh Hazlewood,6,9,0,2,0,1,33.33,150.0,9.0
Delano Potgieter,Kagiso Rabada,1,2,0,0,0,0,0.0,200.0,2.0
Delano Potgieter,Karan Lal,5,15,0,1,0,2,20.0,300.0,15.0
Delano Potgieter,Krunal Pandya,5,16,1,1,4,0,20.0,320.0,16.0
Delano Potgieter,Kuldeep Yadav,7,7,1,1,0,0,14.29,100.0,7.0
Delano Potgieter,Lungi Ngidi,6,9,0,2,1,0,33.33,150.0,9.0
Delano Potgieter,Manav Suthar,6,12,0,0,2,0,0.0,200.0,12.0
Delano Potgieter,Matt Henry,3,6,0,2,0,1,66.67,200.0,6.0
Delano Potgieter,Mitchell Starc,7,21,0,0,1,2,0.0,300.0,21.0
Delano Potgieter,Mohammed Siraj,5,3,2,3,0,0,60.0,60.0,1.5
Delano Potgieter,Nathan Ellis,5,4,1,1,0,0,20.0,80.0,4.0
Delano Potgieter,Sairaj Patil,4,2,0,2,0,0,50.0,50.0,2.0
Delano Potgieter,Sanvir Singh,3,9,0,0,0,1,0.0,300.0,9.0
Delano Potgieter,Shiran Fernando,2,7,0,0,0,1,0.0,350.0,7.0
Delano Potgieter,Shivam Shukla,5,15,1,1,2,1,20.0,300.0,15.0
Delano Potgieter,Virat Kohli,4,2,0,2,0,0,50.0,50.0,2.0
Delano Potgieter,Wanindu Hasaranga,2,4,1,1,1,0,50.0,200.0,4.0
Delano Potgieter,Washington Sundar,3,11,0,0,1,1,0.0,366.67,11.0
Devdutt Padikkal,Abdul Samad,8,8,0,3,1,0,37.5,100.0,8.0
Devdutt Padikkal,Abhishek Sharma,1,1,0,0,0,0,0.0,100.0,1.0
Devdutt Padikkal,Adam Zampa,5,9,1,1,0,1,20.0,180.0,9.0
Devdutt Padikkal,Aiden Markram,38,71,2,6,5,4,15.79,186.84,35.5
Devdutt Padikkal,Ajay Dev Goud,8,12,0,2,0,1,25.0,150.0,12.0
Devdutt Padikkal,Akash Vasisht,8,10,0,0,0,0,0.0,125.0,10.0
Devdutt Padikkal,Akeal Hosein,87,117,8,32,10,4,36.78,134.48,14.62
Devdutt Padikkal,Anshul Kamboj,9,10,0,0,0,0,0.0,111.11,10.0
Devdutt Padikkal,Anukul Roy,13,25,0,2,2,1,15.38,192.31,25.0
Devdutt Padikkal,Arjun Tendulkar,21,38,2,8,4,2,38.1,180.95,19.0
Devdutt Padikkal,Arshdeep Singh,15,16,1,5,0,0,33.33,106.67,16.0
Devdutt Padikkal,Ashish Singh,2,2,1,1,0,0,50.0,100.0,2.0
Devdutt Padikkal,Ashok Sharma,75,131,1,14,7,8,18.67,174.67,131.0
Devdutt Padikkal,Atit Sheth,11,12,1,5,1,0,45.45,109.09,12.0
Devdutt Padikkal,Avesh Khan,5,10,0,0,1,0,0.0,200.0,10.0
Devdutt Padikkal,Avinov Choudhary,3,7,0,0,1,0,0.0,233.33,7.0
Devdutt Padikkal,Axar Patel,9,13,0,0,1,0,0.0,144.44,13.0
Devdutt Padikkal,Azmatullah Omarzai,5,8,1,2,0,1,40.0,160.0,8.0
Devdutt Padikkal,Bhuvneshwar Kumar,18,26,0,5,1,2,27.78,144.44,26.0
Devdutt Padikkal,Binura Fernando,6,14,1,1,1,1,16.67,233.33,14.0
Devdutt Padikkal,Brian Bennett,13,14,0,4,1,0,30.77,107.69,14.0
Devdutt Padikkal,CV Stephen,6,8,0,1,1,0,16.67,133.33,8.0
Devdutt Padikkal,Chetan Sakariya,6,18,0,0,0,2,0.0,300.0,18.0
Devdutt Padikkal,Codanda Ajit Karthik,3,8,0,0,0,1,0.0,266.67,8.0
Devdutt Padikkal,Corbin Bosch,32,55,1,2,3,2,6.25,171.88,55.0
Devdutt Padikkal,Craig Overton,8,21,0,0,0,2,0.0,262.5,21.0
Devdutt Padikkal,Dasun Shanaka,12,19,0,0,1,0,0.0,158.33,19.0
Devdutt Padikkal,Dian Forrester,35,35,3,13,1,1,37.14,100.0,11.67
Devdutt Padikkal,Donovan Ferreira,1,0,1,1,0,0,100.0,0.0,0.0
Devdutt Padikkal,Dunith Wellalage,8,18,0,0,2,0,0.0,225.0,18.0
Devdutt Padikkal,Dushan Hemantha,24,41,0,5,2,3,20.83,170.83,41.0
Devdutt Padikkal,Eshan Malinga,7,20,0,1,1,2,14.29,285.71,20.0
Devdutt Padikkal,Glenn Phillips,3,8,0,0,0,1,0.0,266.67,8.0
Devdutt Padikkal,Glenton Stuurman,5,7,0,0,0,0,0.0,140.0,7.0
Devdutt Padikkal,Gurinder Singh,12,17,1,5,0,2,41.67,141.67,17.0
Devdutt Padikkal,Hardik Pandya,29,24,4,12,0,1,41.38,82.76,6.0
Devdutt Padikkal,Harpreet Brar,17,24,1,2,1,0,11.76,141.18,24.0
Devdutt Padikkal,Harsh Dubey,33,37,1,7,3,0,21.21,112.12,37.0
Devdutt Padikkal,Harshal Patel,14,20,1,2,0,1,14.29,142.86,20.0
Devdutt Padikkal,Jacob Bethell,4,9,0,0,1,0,0.0,225.0,9.0
Devdutt Padikkal,Jacob Duffy,10,18,0,2,1,1,20.0,180.0,18.0
Devdutt Padikkal,Jamie Overton,16,37,1,2,4,2,12.5,231.25,37.0
Devdutt Padikkal,Jasprit Bumrah,7,8,0,2,1,0,28.57,114.29,8.0
Devdutt Padikkal,Joel Davies,11,25,1,3,4,1,27.27,227.27,25.0
Devdutt Padikkal,Josh Hazlewood,17,43,0,1,1,4,5.88,252.94,43.0
Devdutt Padikkal,KM Asif,1,1,0,0,0,0,0.0,100.0,1.0
Devdutt Padikkal,Kagiso Rabada,9,15,1,2,1,1,22.22,166.67,15.0
Devdutt Padikkal,Karan Lal,7,18,0,0,1,1,0.0,257.14,18.0
Devdutt Padikkal,Kranthi Kumar,39,47,2,11,1,2,28.21,120.51,23.5
Devdutt Padikkal,Krishnappa Gowtham,11,7,1,6,0,0,54.55,63.64,7.0
Devdutt Padikkal,Krunal Pandya,7,11,0,2,0,1,28.57,157.14,11.0
Devdutt Padikkal,Kuldeep Yadav,36,67,0,6,5,3,16.67,186.11,67.0
Devdutt Padikkal,Lalit Yadav,1,1,0,0,0,0,0.0,100.0,1.0
Devdutt Padikkal,Lance Morris,7,6,2,4,1,0,57.14,85.71,3.0
Devdutt Padikkal,Liam Livingstone,3,4,0,0,0,0,0.0,133.33,4.0
Devdutt Padikkal,Lungi Ngidi,13,11,2,8,0,1,61.54,84.62,5.5
Devdutt Padikkal,Malinda Pushpakumara,7,10,1,1,1,0,14.29,142.86,10.0
Devdutt Padikkal,Manisankar Murasingh,3,2,0,1,0,0,33.33,66.67,2.0
Devdutt Padikkal,Marcus Stoinis,8,18,1,1,1,1,12.5,225.0,18.0
Devdutt Padikkal,Matt Henry,43,65,1,14,3,5,32.56,151.16,65.0
Devdutt Padikkal,Matthew Forde,6,8,1,2,1,0,33.33,133.33,8.0
Devdutt Padikkal,Mayank Markande,3,5,0,1,1,0,33.33,166.67,5.0
Devdutt Padikkal,Mitchell Marsh,6,4,0,2,0,0,33.33,66.67,4.0
Devdutt Padikkal,Mitchell Starc,11,13,1,1,0,0,9.09,118.18,13.0
Devdutt Padikkal,Mohamed Shiraz,8,11,0,2,1,0,25.0,137.5,11.0
Devdutt Padikkal,Mohammed Shami,31,48,3,9,1,4,29.03,154.84,16.0
Devdutt Padikkal,Mohammed Siraj,18,39,0,3,4,2,16.67,216.67,39.0
Devdutt Padikkal,Mohsin Khan,11,28,0,2,6,0,18.18,254.55,28.0
Devdutt Padikkal,Mridul Surroch,2,3,0,0,0,0,0.0,150.0,3.0
Devdutt Padikkal,Mukhtar Hussain,3,6,1,1,1,0,33.33,200.0,6.0
Devdutt Padikkal,Nathan Ellis,10,18,0,1,0,1,10.0,180.0,18.0
Devdutt Padikkal,Nishan Peiris,13,23,0,3,1,1,23.08,176.92,23.0
Devdutt Padikkal,Nishant Sindhu,2,2,0,0,0,0,0.0,100.0,2.0
Devdutt Padikkal,Nitish Rana,1,3,0,0,0,0,0.0,300.0,3.0
Devdutt Padikkal,Noor Ahmad,5,10,0,1,0,1,20.0,200.0,10.0
Devdutt Padikkal,Nuwan Thushara,42,67,2,13,3,5,30.95,159.52,33.5
Devdutt Padikkal,Ottneil Baartman,3,6,0,0,1,0,0.0,200.0,6.0
Devdutt Padikkal,Pat Cummins,10,29,0,1,5,1,10.0,290.0,29.0
Devdutt Padikkal,Prabath Jayasuriya,7,7,1,1,0,0,14.29,100.0,7.0
Devdutt Padikkal,Prashant Veer,14,15,1,3,1,0,21.43,107.14,15.0
Devdutt Padikkal,Prasidh Krishna,7,6,0,2,0,0,28.57,85.71,6.0
Devdutt Padikkal,Praveen Jayawickrama,7,11,1,1,0,1,14.29,157.14,11.0
Devdutt Padikkal,Prince Yadav,20,28,0,2,1,0,10.0,140.0,28.0
Devdutt Padikkal,Rachin Ravindra,4,3,0,2,0,0,50.0,75.0,3.0
Devdutt Padikkal,Rashid Khan,34,50,3,6,2,2,17.65,147.06,16.67
Devdutt Padikkal,Rasikh Dar,4,5,0,0,0,0,0.0,125.0,5.0
Devdutt Padikkal,Ravi Bishnoi,26,40,2,3,1,2,11.54,153.85,20.0
Devdutt Padikkal,Ravi Teja,4,4,0,1,0,0,25.0,100.0,4.0
Devdutt Padikkal,Ravindra Jadeja,48,85,2,13,3,7,27.08,177.08,42.5
Devdutt Padikkal,Riyan Parag,8,10,0,4,0,1,50.0,125.0,10.0
Devdutt Padikkal,Sahan Arachchige,38,49,1,9,6,0,23.68,128.95,49.0
Devdutt Padikkal,Sai Kishore,2,7,0,0,0,1,0.0,350.0,7.0
Devdutt Padikkal,Sairaj Patil,1,0,1,1,0,0,100.0,0.0,0.0
Devdutt Padikkal,Sam Curran,17,28,0,2,2,1,11.76,164.71,28.0
Devdutt Padikkal,Sandeep Sharma,9,25,0,0,3,1,0.0,277.78,25.0
Devdutt Padikkal,Sanvir Singh,4,5,0,1,0,0,25.0,125.0,5.0
Devdutt Padikkal,Shahbaz Ahmed,4,9,0,0,0,1,0.0,225.0,9.0
Devdutt Padikkal,Shardul Thakur,3,8,0,0,0,1,0.0,266.67,8.0
Devdutt Padikkal,Shiran Fernando,11,20,0,1,1,1,9.09,181.82,20.0
Devdutt Padikkal,Shivam Dube,13,21,0,0,1,0,0.0,161.54,21.0
Devdutt Padikkal,Shivam Mavi,11,29,0,1,3,2,9.09,263.64,29.0
Devdutt Padikkal,Shubham Agarwal,3,7,0,0,1,0,0.0,233.33,7.0
Devdutt Padikkal,Sonal Dinusha,2,2,0,0,0,0,0.0,100.0,2.0
Devdutt Padikkal,Sonny Baker,30,51,1,4,2,3,13.33,170.0,51.0
Devdutt Padikkal,Suryansh Shedge,7,9,0,3,1,0,42.86,128.57,9.0
Devdutt Padikkal,Tanay Thyagarajan,12,21,3,5,1,2,41.67,175.0,7.0
Devdutt Padikkal,Tripuresh Singh,17,24,1,3,1,1,17.65,141.18,24.0
Devdutt Padikkal,Vaibhav Arora,3,2,0,1,0,0,33.33,66.67,2.0
Devdutt Padikkal,Vaisakh Chandran,26,39,0,6,4,1,23.08,150.0,39.0
Devdutt Padikkal,Varun Chakravarthy,28,54,4,7,5,3,25.0,192.86,13.5
Devdutt Padikkal,Vidwath Kaverappa,6,8,0,1,0,0,16.67,133.33,8.0
Devdutt Padikkal,Vignesh Puthur,51,78,2,20,6,5,39.22,152.94,39.0
Devdutt Padikkal,Vipraj Nigam,2,3,0,0,0,0,0.0,150.0,3.0
Devdutt Padikkal,Vishen Halambage,16,17,2,4,0,0,25.0,106.25,8.5
Devdutt Padikkal,Wanindu Hasaranga,11,12,1,1,0,0,9.09,109.09,12.0
Devdutt Padikkal,Washington Sundar,30,50,1,7,4,3,23.33,166.67,50.0
Devdutt Padikkal,Will Jacks,16,23,1,5,0,2,31.25,143.75,23.0
Devdutt Padikkal,Yash Thakur,7,14,0,1,1,1,14.29,200.0,14.0
Dewald Brevis,Adam Zampa,23,38,0,4,4,1,17.39,165.22,38.0
Dewald Brevis,Adil Rashid,4,7,0,0,1,0,0.0,175.0,7.0
Dewald Brevis,Anshul Kamboj,6,8,0,0,0,0,0.0,133.33,8.0
Dewald Brevis,Atit Sheth,14,25,0,1,2,1,7.14,178.57,25.0
Dewald Brevis,Axar Patel,6,5,0,2,0,0,33.33,83.33,5.0
Dewald Brevis,Ben Stokes,16,28,0,4,2,2,25.0,175.0,28.0
Dewald Brevis,Bhuvneshwar Kumar,11,23,0,2,0,2,18.18,209.09,23.0
Dewald Brevis,CV Stephen,6,11,1,3,1,1,50.0,183.33,11.0
Dewald Brevis,Chetan Sakariya,11,9,2,4,0,0,36.36,81.82,4.5
Dewald Brevis,Codanda Ajit Karthik,5,6,0,1,0,0,20.0,120.0,6.0
Dewald Brevis,Corbin Bosch,2,2,0,0,0,0,0.0,100.0,2.0
Dewald Brevis,Dian Forrester,15,11,0,7,0,0,46.67,73.33,11.0
Dewald Brevis,Dinuka Dilshan,3,3,1,1,0,0,33.33,100.0,3.0
Dewald Brevis,Dushan Hemantha,34,46,2,9,4,0,26.47,135.29,23.0
Dewald Brevis,Gurinder Singh,15,28,0,4,1,2,26.67,186.67,28.0
Dewald Brevis,Hardik Pandya,8,19,1,3,1,2,37.5,237.5,19.0
